שם הספר,שנת הדפסה,מחבר,מקום הדפסה,קטגורייה,מקור,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,שם הספר [אנגלית],קטגורייה [אנגלית],מחבר [אנגלית],מקום הדפסה [אנגלית],underwentBerelUnflagging,fileName
נחל יצחק חלק ב,1872,רבי יצחק אלחנן בן ישראל ספקטור,וילנא,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__text_files.zip,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__nikud_meteg_files.zip,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__ocr_data_html_files.zip,nachalyitzchak2_EGT,Nachal Yitzchak part 2,Commentaries on Shulchan Aruch,"Spektor, Isaac Elhanan,",Vilna,,nachalyitzchak2
נאות דשא,1861,רבי דוד שלמה אייבשיץ,לעמבערג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/naotdesha/naotdesha__text_files.zip,https://files.dicta.org.il/naotdesha/naotdesha__nikud_meteg_files.zip,https://files.dicta.org.il/naotdesha/naotdesha__ocr_data_html_files.zip,naotdesha,Naot Desha,Responsa,David Solomon Eibeschutz,Lʹviv,,naotdesha
נתיב מאיר,1931,"מץ, מאיר ליב בן יהושע מרדכי",קיידאן,"מפרשים וחיבורים על הרמב""ם",,https://files.dicta.org.il/nativmeir/nativmeir__text_files.zip,https://files.dicta.org.il/nativmeir/nativmeir__nikud_meteg_files.zip,https://files.dicta.org.il/nativmeir/nativmeir__ocr_data_html_files.zip,nativmeir,Nativ Meir,Commentaries on the Rambam,"Metz, Meir Liv ben Yehoshua Mordechai",,,nativmeir
נאות יעקב חלק א,1899,"אלגאזי, ישראל יעקב בן יום טוב",ורשה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/neotyaakov1/neotyaakov1__text_files.zip,https://files.dicta.org.il/neotyaakov1/neotyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/neotyaakov1/neotyaakov1__ocr_data_html_files.zip,neotyaakov1,Neot Yaakov part 1,Responsa,Israel Yaakov Algazi,Warsaw,,neotyaakov1
נאות יעקב חלק ב,1899,"אלגאזי, ישראל יעקב בן יום טוב",ורשה,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/neotyaakov2/neotyaakov2__text_files.zip,https://files.dicta.org.il/neotyaakov2/neotyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/neotyaakov2/neotyaakov2__ocr_data_html_files.zip,neotyaakov2,Neot Yaakov part 2,Halachah and Minhagim,Israel Yaakov Algazi,Warsaw,,neotyaakov2
"נאם דוד (רמב""ם)",1844,ר' דוד מועטי,ליוורנו,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__text_files.zip,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__nikud_meteg_files.zip,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__ocr_data_html_files.zip,neumdavidrambam,Ne’um David (Rambam),Commentaries on the Rambam,R. David Moeti,Livorno,,neumdavidrambam
נזר הקודש - בכורות,1945,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__text_files.zip,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__ocr_data_html_files.zip,nezerhakodeshbekhorot,nezer hakodesh (Bekhorot ),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshbekhorot
נזר הקודש - חולין,1950,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__text_files.zip,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__ocr_data_html_files.zip,nezerhakodeshchullin,nezer hakodesh (kritot),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshchullin
נזר הקודש - מעילה,1943,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__text_files.zip,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__ocr_data_html_files.zip,nezerhakodeshmeilah,nezer hakodesh (Meilah),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshmeilah
נזר הקודש - מנחות,1934,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__text_files.zip,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__ocr_data_html_files.zip,nezerhakodeshmenachot,nezer hakodesh (Menachot),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshmenachot
נזר הקודש - תמיד,1951,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__text_files.zip,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__ocr_data_html_files.zip,nezerhakodeshtamid,nezer hakodesh (Tamid),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshtamid
נזר הקודש - זבחים,1930,ר' משה רוזין,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__text_files.zip,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__ocr_data_html_files.zip,nezerhakodeshzevachim,nezer hakodesh (Zevachim),Acharonim on Talmud Bavli,Moshe Rosen,New York,,nezerhakodeshzevachim
"נשאל דוד (שו""ת)",1857,הרב דוד בונאן,ליוורנו,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__text_files.zip,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__ocr_data_html_files.zip,nishaldavidresponsa,Nishal David Responsa,Responsa,David Bonan,Levorno,,nishaldavidresponsa
נשמת חיים,1878,הרב מנשה בן ישראל,ווארשא,מחשבה יהודית,,https://files.dicta.org.il/nishmatchayim/nishmatchayim__text_files.zip,https://files.dicta.org.il/nishmatchayim/nishmatchayim__nikud_meteg_files.zip,https://files.dicta.org.il/nishmatchayim/nishmatchayim__ocr_data_html_files.zip,nishmatchayim,Nishmat Chayim,Jewish thought,rabbi menasseh ben israel,Warsaw,,nishmatchayim
נועם ירושלמי על מועד,1869,"שפירא, יהושע איזיק בן יחיאל",וילנה,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__text_files.zip,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__ocr_data_html_files.zip,noamyerushalamimoed,Noam Yerushalami Moed,Yerushalmi Commentaries,Yehoshua Izaik bar Yehiel Shapiro,Vilna,,noamyerushalamimoed
נועם ירושלמי על נשים,1869,"שפירא, יהושע איזיק בן יחיאל",וילנה,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__text_files.zip,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__ocr_data_html_files.zip,noamyerushalaminashim,Noam Yerushalami Nashim,Yerushalmi Commentaries,Yehoshua Izaik bar Yehiel Shapiro,Vilna,,noamyerushalaminashim
נועם ירושלמי על נזיקין,1869,"שפירא, יהושע איזיק בן יחיאל",וילנה,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__text_files.zip,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__ocr_data_html_files.zip,noamyerushalaminezikin,Noam Yerushalami Nezikin,Yerushalmi Commentaries,Yehoshua Izaik bar Yehiel Shapiro,Vilna,,noamyerushalaminezikin
נועם ירושלמי על זרעים,1869,"שפירא, יהושע איזיק בן יחיאל",וילנה,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__text_files.zip,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__ocr_data_html_files.zip,noamyerushalamizeraim,Noam Yerushalami Zeraim,Yerushalmi Commentaries,Yehoshua Izaik bar Yehiel Shapiro,Vilna,,noamyerushalamizeraim
אהל אברהם,1886,"צוובנר, אברהם בן יהודה ליב שאג",ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/ohelavraham/ohelavraham__text_files.zip,https://files.dicta.org.il/ohelavraham/ohelavraham__nikud_meteg_files.zip,https://files.dicta.org.il/ohelavraham/ohelavraham__ocr_data_html_files.zip,ohelavraham,Ohel Avraham,Responsa,Avraham Ben Yehudah Leib Shag Tzuber,Jerusalem,,ohelavraham
אהל דוד מסכתות שונות,1867,"דייטש, דוד בן מנחם מנדל",אונגואר,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/oheldovidmasechetotshonot/oheldovidmasechetotshonot__text_files.zip,https://files.dicta.org.il/oheldovidmasechetotshonot/oheldovidmasechetotshonot__nikud_meteg_files.zip,https://files.dicta.org.il/oheldovidmasechetotshonot/oheldovidmasechetotshonot__ocr_data_html_files.zip,oheldovidmasechetotshonot,Ohel Dovid masechetot shonot,Acharonim on Talmud Bavli,Dovid Deitch,Uzhgorod,,oheldovidmasechetotshonot
"שו""ת אהל משה",1880,רבי משה בן נחמן קרינס,וילנה,"שו""ת",,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__text_files.zip,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__ocr_data_html_files.zip,ohelmosheresponsa,Responsa Ohel Moshe,Responsa,rabbi Mosheh ben Nahman Krainesh,Vilna,,ohelmosheresponsa
אוהב ישראל,1863,ר' אברהם יהושע השל מאפטא,ז'יטומיר,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/ohevyisrael/ohevyisrael__text_files.zip,https://files.dicta.org.il/ohevyisrael/ohevyisrael__nikud_meteg_files.zip,https://files.dicta.org.il/ohevyisrael/ohevyisrael__ocr_data_html_files.zip,ohevyisrael_EGT,Ohev Yisrael,Sifrei Chasidut,Avraham Yehoshua Heshel,Z︠H︡ytomyr,,ohevyisrael
אור הישר (בכורות),1921,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharbekhorot/ohrhayasharbekhorot__text_files.zip,https://files.dicta.org.il/ohrhayasharbekhorot/ohrhayasharbekhorot__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharbekhorot/ohrhayasharbekhorot__ocr_data_html_files.zip,ohrhayasharbekhorot,Ohr Hayashar Bekhorot,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharbekhorot
אור הישר (חולין),1931,ר' שמואל יצחק הילמן,קיידאן,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharchullin/ohrhayasharchullin__text_files.zip,https://files.dicta.org.il/ohrhayasharchullin/ohrhayasharchullin__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharchullin/ohrhayasharchullin__ocr_data_html_files.zip,ohrhayasharchullin,Ohr Hayashar Chullin,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,,,ohrhayasharchullin
אור הישר (נשים א),1944,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharnashim1/ohrhayasharnashim1__text_files.zip,https://files.dicta.org.il/ohrhayasharnashim1/ohrhayasharnashim1__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnashim1/ohrhayasharnashim1__ocr_data_html_files.zip,ohrhayasharnashim1,Ohr Hayashar Nashim 1,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharnashim1
אור הישר (נשים ב),1944,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharnashim2/ohrhayasharnashim2__text_files.zip,https://files.dicta.org.il/ohrhayasharnashim2/ohrhayasharnashim2__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnashim2/ohrhayasharnashim2__ocr_data_html_files.zip,ohrhayasharnashim2,Ohr Hayashar Nashim 2,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharnashim2
אור הישר (נזיקין א),1942,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__text_files.zip,https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnezikin1/ohrhayasharnezikin1__ocr_data_html_files.zip,ohrhayasharnezikin1,Ohr Hayashar Nezikin part 1,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharnezikin1
אור הישר (נזיקין ב),1943,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__text_files.zip,https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharnezikin2/ohrhayasharnezikin2__ocr_data_html_files.zip,ohrhayasharnezikin2,Ohr Hayashar Nezikin part 2,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharnezikin2
אור הישר (טהרות),1944,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על המשנה,ספריית דיקטה,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__text_files.zip,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartahorot/ohrhayashartahorot__ocr_data_html_files.zip,ohrhayashartahorot,Ohr Hayashar Tahorot,Commentaries on Mishnah,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayashartahorot
"אור הישר (תנ""ך)",1945,ר' שמואל יצחק הילמן,ירושלים,"מפרשים וחיבורים על התנ""ך",ספריית דיקטה,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__text_files.zip,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayashartanach/ohrhayashartanach__ocr_data_html_files.zip,ohrhayashartanach,Ohr Hayashar tanach,Bible Commentaries,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayashartanach
אור הישר (ירושלמי),1948,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__text_files.zip,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharyerushalmi/ohrhayasharyerushalmi__ocr_data_html_files.zip,ohrhayasharyerushalmi,Ohr Hayashar yerushalmi,Yerushalmi Commentaries,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharyerushalmi
אור הישר (זרעים),1946,ר' שמואל יצחק הילמן,ירושלים,מפרשים וחיבורים על המשנה,ספריית דיקטה,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__text_files.zip,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzeraim/ohrhayasharzeraim__ocr_data_html_files.zip,ohrhayasharzeraim,Ohr Hayashar Zeraim,Commentaries on Mishnah,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharzeraim
אור הישר (זבחים),1944,ר' שמואל יצחק הילמן,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__text_files.zip,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__nikud_meteg_files.zip,https://files.dicta.org.il/ohrhayasharzevachim/ohrhayasharzevachim__ocr_data_html_files.zip,ohrhayasharzevachim,Ohr Hayashar Zevachim,Acharonim on Talmud Bavli,Shmuel Yitzchak Hillman,Jerusalem,,ohrhayasharzevachim
עוללות אפרים,1877,"לונטשיץ, שלמה אפרים בן אהרן",וילנה,דרשות,ספריית דיקטה,https://files.dicta.org.il/ollolotefraim/ollolotefraim__text_files.zip,https://files.dicta.org.il/ollolotefraim/ollolotefraim__nikud_meteg_files.zip,https://files.dicta.org.il/ollolotefraim/ollolotefraim__ocr_data_html_files.zip,ollolotefraim,Ollolot Efraim,Derashot,Shlomo Ephraim ben Aaron Luntschitz,Vilna,,ollolotefraim
אמר שומר,1865,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,ספריית דיקטה,https://files.dicta.org.il/omarshomer/omarshomer__text_files.zip,https://files.dicta.org.il/omarshomer/omarshomer__nikud_meteg_files.zip,https://files.dicta.org.il/omarshomer/omarshomer__ocr_data_html_files.zip,omarshomer,Amar Shomer,,Abraham Hayyim ben Masoud Hai Adadi,livorno,,omarshomer
עונג יום טוב,1880,רבי רפאל יום טוב ליפמן היילפרין,וילנה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/onegyomtov/onegyomtov__text_files.zip,https://files.dicta.org.il/onegyomtov/onegyomtov__nikud_meteg_files.zip,https://files.dicta.org.il/onegyomtov/onegyomtov__ocr_data_html_files.zip,onegyomtov_EGT,Oneg Yom Tov,Responsa,"Halperin, Refoel Yom Tov Lipman",Vilna,,onegyomtov
אור המאיר,1926,הרב יהודה מאיר שפירא,פיוטרקוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__text_files.zip,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/orhameirresponsa/orhameirresponsa__ocr_data_html_files.zip,orhameirresponsa,Or Hameir responsa,Responsa,Yehuda Meir Shapiro,Piotrkov,,orhameirresponsa
