underwentBerelUnflagging,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,notHumanReviewed,category,source,author,printLocation,displayName,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
,Derashot,1912,hanaharielvayikra,Berdichev,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__text_files.zip,,דרשות,ספריית דיקטה,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,חנה אריאל ויקרא,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__ocr_data_html_files.zip,Yitzhak Isaac Epstein,hanaharielvayikra,Hanah Ariel Vayikra
,Responsa,1883,hareibesamim_EGT,Lvov,https://files.dicta.org.il/hareibesamim/hareibesamim__text_files.zip,,"שו""ת",ספריית דיקטה,רבי אריה ליבש הלוי הורוויץ,לבוב,הרי בשמים,https://files.dicta.org.il/hareibesamim/hareibesamim__nikud_meteg_files.zip,https://files.dicta.org.il/hareibesamim/hareibesamim__ocr_data_html_files.zip,"Horowitz, Aryeh Leib ben Isaac,",hareibesamim,hareibesamim
,Halachah and Minhagim,1912,hassagotrezahbaaleihanefesh,Vilna,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,רבי זרחיה הלוי מגירונה,ווילנא,"השגות הרז""א על בעלי הנפש",https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__nikud_meteg_files.zip,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__ocr_data_html_files.zip,Zerachiah ben Isaac ha-Levi Gerondi,hassagotrezahbaaleihanefesh,Hassagot Rezah Ba’alei Ha-Nefesh
,Responsa,1866,heshivmoshechoshenmishpat,Lemberg,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__text_files.zip,,"שו""ת",,רבי משה טייטלבוים,לעמבערג,השיב משה חושן משפט,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmoshechoshenmishpat,Heshiv Moshe Choshen Mishpat
,Responsa,1866,heshivmosheevenhaezer,Lemberg,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__text_files.zip,,"שו""ת",,רבי משה טייטלבוים,לעמבערג,השיב משה אבן העזר,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheevenhaezer,Heshiv Moshe Even Haezer
,Responsa,1866,heshivmosheorachchaim,Lemberg,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__text_files.zip,,"שו""ת",,רבי משה טייטלבוים,לעמבערג,השיב משה אורח חיים,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheorachchaim,Heshiv Moshe Orach Chaim
,Responsa,1866,heshivmosheyorehdeah,Lemberg,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__text_files.zip,,"שו""ת",,רבי משה טייטלבוים,לעמבערג,השיב משה יורה דעה,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheyorehdeah,Heshiv Moshe Yoreh Deah
,Halachah and Minhagim,1930,hidudhalakhah,Bilgoraj,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,"הלר, אריה בן פינחס משה",בילגורי,חידוד הלכה,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__nikud_meteg_files.zip,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__ocr_data_html_files.zip,"Heller, Ary ben Pinhas Mosheh",hidudhalakhah,Hidud halakhah
,Halachah and Minhagim,1844,hilchotberakhotritba,livorno,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,הרב יום טוב בן אברהם אשבילי,ליוורנו,הלכות ברכות לריטב”א,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__nikud_meteg_files.zip,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__ocr_data_html_files.zip,Yom Tov ben Abraham of Seville,hilchotberakhotritba,Hilchot Berachot (Ritba)
,Halachah and Minhagim,1911,hilkhotniddahramban,Wilna,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,רבי משה בן נחמן ,ווילנא,הלכות נדה לרמב”ן,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__nikud_meteg_files.zip,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__ocr_data_html_files.zip,Moses ben Nachman,hilkhotniddahramban,Hilkhot Niddah (Ramban)
,Bible Commentaries,1840,ibnezrahakatzar_EGT,Prague,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי אברהם בן מאיר אִבּן עזרא,פראג,אבן עזרא הקצר על שמות,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__nikud_meteg_files.zip,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__ocr_data_html_files.zip,Abraham ben Meir Ibn Ezra,ibnezrahakatzar,Ibn Ezra HaKatzar
,Mussar and Jewish Thought,1859,iggerethateshuvah,Chernovtsy,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__text_files.zip,,מחשבה ומוסר,ספריית דיקטה,רבי יונה גירונדי,צ'רנוביץ,אגרת התשובה,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__nikud_meteg_files.zip,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__ocr_data_html_files.zip,Jonah ben Abraham Gerondi,iggerethateshuvah,Iggeret haTeshuvah
, Bible Commentaries,1895,iggeretshmuel,Munkatch,https://files.dicta.org.il/iggeretshmuel/iggeretshmuel__text_files.zip,,"מפרשי התנ""ך",,רבי שמואל די אוזידא ,מונקאטש,אגרת שמואל,https://files.dicta.org.il/iggeretshmuel/iggeretshmuel__nikud_meteg_files.zip,https://files.dicta.org.il/iggeretshmuel/iggeretshmuel__ocr_data_html_files.zip,Rabbi Shmuel de Uzeda,iggeretshmuel,Iggeret Shmuel
,Acharonim on Talmud_Bavli,1873,igrahramah1,Lamberg,https://files.dicta.org.il/igrahramah1/igrahramah1__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,רבי משה משולם בן שמשון איגרא,למברג,איגרא רמה חלק א,https://files.dicta.org.il/igrahramah1/igrahramah1__nikud_meteg_files.zip,https://files.dicta.org.il/igrahramah1/igrahramah1__ocr_data_html_files.zip,Rabbi Moshe Meshulam ben Shimshon Igra,igrahramah1,Igrah Ramah part 1
,Acharonim on Talmud_Bavli,1873,igrahramah2,Lamberg,https://files.dicta.org.il/igrahramah2/igrahramah2__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,רבי משה משולם בן שמשון איגרא,למברג,איגרא רמה חלק ב,https://files.dicta.org.il/igrahramah2/igrahramah2__nikud_meteg_files.zip,https://files.dicta.org.il/igrahramah2/igrahramah2__ocr_data_html_files.zip,Rabbi Moshe Meshulam ben Shimshon Igra,igrahramah2,Igrah Ramah part 2
,Commentary on Shulchan Aruch,1895,ikarihadt_EGT,Vilna,https://files.dicta.org.il/ikarihadt/ikarihadt__text_files.zip,,מפרשים וחיבורים סביב שולחן ערוך,,רבי דניאל טירני,וילנה,"עיקרי הד""ט יורה דעה",https://files.dicta.org.il/ikarihadt/ikarihadt__nikud_meteg_files.zip,https://files.dicta.org.il/ikarihadt/ikarihadt__ocr_data_html_files.zip,Daniel Tirani,ikarihadt,Ikarei Hadat yoreh deah
,Responsa,1864,imreeshresponsa,,https://files.dicta.org.il/imreeshresponsa/imreeshresponsa__text_files.zip,,"שו""ת",,רבי מאיר אייזנשטטר (אייזנשטט),אונגואר,אמרי אש חלק ב,https://files.dicta.org.il/imreeshresponsa/imreeshresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/imreeshresponsa/imreeshresponsa__ocr_data_html_files.zip,Meir Eisenstadt,imreeshresponsa,Imrei Aish Responsa part 2
,Responsa,1871,imreibina_EGT,Jerusalem,https://files.dicta.org.il/imreibina/imreibina__text_files.zip,,"שו""ת",,רבי מאיר אוירבך,ירושלים,אמרי בינה,https://files.dicta.org.il/imreibina/imreibina__nikud_meteg_files.zip,https://files.dicta.org.il/imreibina/imreibina__ocr_data_html_files.zip,Meir Auerbach,imreibina,Imrei Bina
,Chiddushim by Topic,1871,imreibinachoshenmishpat_EGT,Jerusalem,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__text_files.zip,,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,אמרי בינה חושן משפט,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__ocr_data_html_files.zip,Meir Aurbach,imreibinachoshenmishpat,Imrei Binah Choshen Mishpat
,Chiddushim by Topic,1871,imreibinahorachchayim_EGT,Jerusalem,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__text_files.zip,,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,אמרי בינה אורח חיים,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__ocr_data_html_files.zip,Meir Aurbach,imreibinahorachchayim,Imrei Binah Orach Chayim
,Chiddushim by Topic,1871,imreibinahyorehdeah_EGT,Jerusalem,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__text_files.zip,,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,אמרי בינה יורה דעה,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__ocr_data_html_files.zip,Meir Aurbach,imreibinahyorehdeah,Imrei Binah Yoreh Deah
,Shas Commentators,1888,imreihatzvi1,Warsaw,https://files.dicta.org.il/imreihatzvi1/imreihatzvi1__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,ר' צבי מאיר בר,וורשה,אמרי הצבי א,https://files.dicta.org.il/imreihatzvi1/imreihatzvi1__nikud_meteg_files.zip,https://files.dicta.org.il/imreihatzvi1/imreihatzvi1__ocr_data_html_files.zip,Tzvi Meir bar Yosef,imreihatzvi1,Shaarei Torah part 1
,Shas Commentators,1888,imreihatzvi2,Warsaw,https://files.dicta.org.il/imreihatzvi2/imreihatzvi2__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,ר' צבי מאיר בר,וורשה,אמרי הצבי ב,https://files.dicta.org.il/imreihatzvi2/imreihatzvi2__nikud_meteg_files.zip,https://files.dicta.org.il/imreihatzvi2/imreihatzvi2__ocr_data_html_files.zip,Tzvi Meir bar Yosef,imreihatzvi2,Shaarei Torah part 2
,Shas Commentators,1914,imreihatzvi4,Piotrkow,https://files.dicta.org.il/imreihatzvi4/imreihatzvi4__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,ר' צבי מאיר בר,פיוטריקוב,אמרי הצבי ד,https://files.dicta.org.il/imreihatzvi4/imreihatzvi4__nikud_meteg_files.zip,https://files.dicta.org.il/imreihatzvi4/imreihatzvi4__ocr_data_html_files.zip,Tzvi Meir bar Yosef,imreihatzvi4,Shaarei Torah part 4
,Sifrei Kelalim and Seder Ha-Dorot,1921,imreimoshe,Warsaw,https://files.dicta.org.il/imreimoshe/imreimoshe__text_files.zip,,ספרי כללים וסדר הדורות,ספריית דיקטה,ר' משה סוקולובסקי,וורשה,אמרי משה,https://files.dicta.org.il/imreimoshe/imreimoshe__nikud_meteg_files.zip,https://files.dicta.org.il/imreimoshe/imreimoshe__ocr_data_html_files.zip,Rabbi Moshe Sokolovsky,imreimoshe,Imrei Moshe
,Acharonim on Talmud Bavli,1899,imreinoamhagra,Warsaw,https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי אליהו בן שלמה זלמן (הגאון מוילנא),ורשה,"אמרי נועם (הגר""א)",https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__nikud_meteg_files.zip,https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__ocr_data_html_files.zip,Elijah ben Solomon Zalman,imreinoamhagra,Imrei Noam Hagra
,Responsa,1896,imreisheferklotzkin,Warsaw,https://files.dicta.org.il/imreisheferklotzkin/imreisheferklotzkin__text_files.zip,,"שו""ת",ספריית דיקטה,ר' אליהו קלצ'קין,ורשה,אמרי שפר קלצ'קין,https://files.dicta.org.il/imreisheferklotzkin/imreisheferklotzkin__nikud_meteg_files.zip,https://files.dicta.org.il/imreisheferklotzkin/imreisheferklotzkin__ocr_data_html_files.zip,Eliyahu Klotzkin,imreisheferklotzkin,Imrei Shefer Klotzkin
,Acharonim on Talmud Bavli,1912,imreishmuel1,Warsaw,https://files.dicta.org.il/imreishmuel1/imreishmuel1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' שלמה קלמן איזנבוד,ווארשא,אמרי שמואל א,https://files.dicta.org.il/imreishmuel1/imreishmuel1__nikud_meteg_files.zip,https://files.dicta.org.il/imreishmuel1/imreishmuel1__ocr_data_html_files.zip,Rabbi Shlomo Kalman Eisenbud,imreishmuel1,Imrei Shmuel part 1
,Acharonim on Talmud Bavli,1912,imreishmuel2,Warsaw,https://files.dicta.org.il/imreishmuel2/imreishmuel2__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' שלמה קלמן איזנבוד,ווארשא,אמרי שמואל ב,https://files.dicta.org.il/imreishmuel2/imreishmuel2__nikud_meteg_files.zip,https://files.dicta.org.il/imreishmuel2/imreishmuel2__ocr_data_html_files.zip,Rabbi Shlomo Kalman Eisenbud,imreishmuel2,Imrei Shmuel part 2
,Sifrei Chasidut,1896,imreitzadikim,Warsaw,https://files.dicta.org.il/imreitzadikim/imreitzadikim__text_files.zip,,ספרי חסידות,ספריית דיקטה,"בורנשטין, מאיר בן מרדכי",ורשה,אמרי צדיקים,https://files.dicta.org.il/imreitzadikim/imreitzadikim__nikud_meteg_files.zip,https://files.dicta.org.il/imreitzadikim/imreitzadikim__ocr_data_html_files.zip,Meir Burnstein,imreitzadikim,Imrei Tzadikim
,Derashot,1888,ishemunim,Jerusalem,https://files.dicta.org.il/ishemunim/ishemunim__text_files.zip,,דרשות,ספריית דיקטה,"אלישר, יעקב שאול בן אליעזר ירוחם",ירושלים,איש אמונים,https://files.dicta.org.il/ishemunim/ishemunim__nikud_meteg_files.zip,https://files.dicta.org.il/ishemunim/ishemunim__ocr_data_html_files.zip,Yaakov Shaul Elyashar,ishemunim,Ish emunim
,Responsa,1874,kapeaharon1responsa,Jerusalem,https://files.dicta.org.il/kapeaharon1responsa/kapeaharon1responsa__text_files.zip,,"שו""ת",ספריית דיקטה,ר' אהרן בן עזריאל,ירושלים,כפי אהרן - א ,https://files.dicta.org.il/kapeaharon1responsa/kapeaharon1responsa__nikud_meteg_files.zip,https://files.dicta.org.il/kapeaharon1responsa/kapeaharon1responsa__ocr_data_html_files.zip,"Azriel, Aharon",kapeaharon1responsa,Sh u-t Kappei Aharon part 1
,Responsa,1874,kapeaharon2responsa,Jerusalem,https://files.dicta.org.il/kapeaharon2responsa/kapeaharon2responsa__text_files.zip,,"שו""ת",ספריית דיקטה,ר' אהרן בן עזריאל,ירושלים,כפי אהרן - ב ,https://files.dicta.org.il/kapeaharon2responsa/kapeaharon2responsa__nikud_meteg_files.zip,https://files.dicta.org.il/kapeaharon2responsa/kapeaharon2responsa__ocr_data_html_files.zip,"Azriel, Aharon",kapeaharon2responsa,Sh u-t Kappei Aharon part 2
,Commentaries on the Rambam,1874,kappeiaharonrambam,Jerusalem,https://files.dicta.org.il/kappeiaharonrambam/kappeiaharonrambam__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אהרן בן עזריאל,ירושלים,"כפי אהרן - רמב""ם",https://files.dicta.org.il/kappeiaharonrambam/kappeiaharonrambam__nikud_meteg_files.zip,https://files.dicta.org.il/kappeiaharonrambam/kappeiaharonrambam__ocr_data_html_files.zip,"Azriel, Aharon",kappeiaharonrambam,Kappei Aharon Rambam
,Acharonim on Talmud Bavli,1874,kappeiaharonshas,Jerusalem,https://files.dicta.org.il/kappeiaharonshas/kappeiaharonshas__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' אהרן בן עזריאל,ירושלים,"כפי אהרן ש""ס",https://files.dicta.org.il/kappeiaharonshas/kappeiaharonshas__nikud_meteg_files.zip,https://files.dicta.org.il/kappeiaharonshas/kappeiaharonshas__ocr_data_html_files.zip,"Azriel, Aharon",kappeiaharonshas,Kappei Aharon shas
,Tur Commentaries,1874,kappeiaharontur,Jerusalem,https://files.dicta.org.il/kappeiaharontur/kappeiaharontur__text_files.zip,,מפרשי הטור,ספריית דיקטה,ר' אהרן בן עזריאל,ירושלים,כפי אהרן - טור,https://files.dicta.org.il/kappeiaharontur/kappeiaharontur__nikud_meteg_files.zip,https://files.dicta.org.il/kappeiaharontur/kappeiaharontur__ocr_data_html_files.zip,"Azriel, Aharon",kappeiaharontur,Kappei Aharon tur
,Acharonim on Talmud Bavli,1861,kappottemarim_EGT,Warsaw,https://files.dicta.org.il/kappottemarim/kappottemarim__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי משה בן רבי שלמה אבן חביב,ווארשא,כפות תמרים,https://files.dicta.org.il/kappottemarim/kappottemarim__nikud_meteg_files.zip,https://files.dicta.org.il/kappottemarim/kappottemarim__ocr_data_html_files.zip,Moshe ben Shlomo Even Chaviv,kappottemarim,Kappot Temarim
,Chasidut,1906,kehilatmoshe,Lublin,https://files.dicta.org.il/kehilatmoshe/kehilatmoshe__text_files.zip,,חסידות,,הרב משה אליקים בריעה,לובלין,קהלת משה,https://files.dicta.org.il/kehilatmoshe/kehilatmoshe__nikud_meteg_files.zip,https://files.dicta.org.il/kehilatmoshe/kehilatmoshe__ocr_data_html_files.zip,Moshe Elyakim Beriah,kehilatmoshe,Kehilat Moshe
,Bible Commentaries,1927,kelichemdahbamidbar,Peitrikow,https://files.dicta.org.il/kelichemdahbamidbar/kelichemdahbamidbar__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,ר' מאיר דן פלוצקי,פיעטרקוב,כלי חמדה במדבר,https://files.dicta.org.il/kelichemdahbamidbar/kelichemdahbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/kelichemdahbamidbar/kelichemdahbamidbar__ocr_data_html_files.zip,Meir Din Plotzki,kelichemdahbamidbar,Keli Chemdah Bamidbar
