title,PubDate,pubPlace,compPlace,compDate,heShortDesc,order,heDesc
מעשה רקח על הלכות גניבה, (1964 לספירה),"ירושלים, ישראל","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות טומאת מת, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות טומאת צרעת, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות טומאת אוכלין, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות מקואות, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות שאר אבות הטומאות, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות פרה אדומה, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות מטמאי משכב ומושב, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות כלים, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות עירובין, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות תעניות, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות חמץ ומצה, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות יום טוב, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות שביתת עשור, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות שבת, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות מגילה וחנוכה, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות שקלים, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות שופר וסוכה ולולב, (1742 – 1743 לספירה),ונציה,"טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות כלאים, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות בכורים, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
מעשה רקח על הלכות מתנות עניים, (1863 לספירה),"ליבורנו, איטליה","טריפולי, לוב", (1718 – 1742 לספירה בקירוב),,,"פירוש על משנה תורה להרמב""ם מהרב מסעוד חי רקח. בתחילת הספר הוסיף פירושים על הרמב""ם ממספר ראשונים, ובראשם ר' אברהם בן הרמב""ם. חידושי הרב רקח מגיעים עד לאמצע ספר קנין, ומשם ואילך יש חידושים של חתנו ר' נתן אדאדי מחבר הספר ""נתן מאורות""."
